Date,State/UnionTerritory,Confirmed
17/03/20,Telengana,5
17/03/20,Jammu and Kashmir,3
17/03/20,Ladakh,6
17/03/20,Uttar Pradesh,15
17/03/20,Uttarakhand,1
18/03/20,Andhra Pradesh,1
18/03/20,Delhi,10
18/03/20,Haryana,17
18/03/20,Karnataka,11
18/03/20,Kerala,27
18/03/20,Maharashtra,42
18/03/20,Odisha,1
18/03/20,Puducherry,1
18/03/20,Punjab,1
18/03/20,Rajasthan,4
18/03/20,Tamil Nadu,1
18/03/20,Telengana,6
18/03/20,Jammu and Kashmir,3
18/03/20,Ladakh,8
18/03/20,Uttar Pradesh,16
18/03/20,Uttarakhand,1
18/03/20,West Bengal,1
19/03/20,Andhra Pradesh,2
19/03/20,Chhattisgarh,1
19/03/20,Delhi,12
19/03/20,Haryana,17
19/03/20,Karnataka,14
19/03/20,Kerala,27
19/03/20,Maharashtra,47
19/03/20,Odisha,1
19/03/20,Puducherry,1
19/03/20,Punjab,2
19/03/20,Rajasthan,7
19/03/20,Tamil Nadu,2
19/03/20,Telengana,6
19/03/20,Chandigarh,1
19/03/20,Jammu and Kashmir,4
19/03/20,Ladakh,8
19/03/20,Uttar Pradesh,19
19/03/20,Uttarakhand,1
19/03/20,West Bengal,1
20/03/20,Andhra Pradesh,3
20/03/20,Chhattisgarh,1
20/03/20,Delhi,17
20/03/20,Gujarat,5
20/03/20,Haryana,17
20/03/20,Karnataka,15
20/03/20,Kerala,28
20/03/20,Maharashtra,52
20/03/20,Odisha,2
20/03/20,Puducherry,1
20/03/20,Punjab,2
20/03/20,Rajasthan,17
20/03/20,Tamil Nadu,3
20/03/20,Telengana,17
20/03/20,Chandigarh,1
20/03/20,Jammu and Kashmir,4
20/03/20,Ladakh,10
20/03/20,Uttar Pradesh,23
20/03/20,Uttarakhand,3
20/03/20,West Bengal,2
21/03/20,Andhra Pradesh,3
21/03/20,Chhattisgarh,1
21/03/20,Delhi,26
21/03/20,Gujarat,7
21/03/20,Haryana,17
21/03/20,Himachal Pradesh,2
21/03/20,Karnataka,15
21/03/20,Kerala,40
21/03/20,Madhya Pradesh,4
21/03/20,Maharashtra,63
21/03/20,Odisha,2
21/03/20,Puducherry,1
21/03/20,Punjab,13
21/03/20,Rajasthan,17
21/03/20,Tamil Nadu,3
21/03/20,Telengana,21
21/03/20,Chandigarh,1
21/03/20,Jammu and Kashmir,4
21/03/20,Ladakh,13
21/03/20,Uttar Pradesh,24
21/03/20,Uttarakhand,3
21/03/20,West Bengal,3
22/03/20,Andhra Pradesh,5
22/03/20,Bihar,2
22/03/20,Chhattisgarh,1
22/03/20,Delhi,29
22/03/20,Gujarat,18
22/03/20,Haryana,21
22/03/20,Himachal Pradesh,2
22/03/20,Karnataka,26
22/03/20,Kerala,52
22/03/20,Madhya Pradesh,4
22/03/20,Maharashtra,67
22/03/20,Odisha,2
22/03/20,Puducherry,1
22/03/20,Punjab,21
22/03/20,Rajasthan,24
22/03/20,Tamil Nadu,7
22/03/20,Telengana,22
22/03/20,Chandigarh,5
22/03/20,Jammu and Kashmir,4
22/03/20,Ladakh,13
22/03/20,Uttar Pradesh,27
22/03/20,Uttarakhand,3
22/03/20,West Bengal,4
23/03/20,Andhra Pradesh,7
23/03/20,Bihar,2
23/03/20,Chhattisgarh,1
23/03/20,Delhi,29
23/03/20,Gujarat,29
23/03/20,Haryana,26
23/03/20,Himachal Pradesh,2
23/03/20,Karnataka,33
23/03/20,Kerala,67
23/03/20,Madhya Pradesh,6
23/03/20,Maharashtra,74
23/03/20,Odisha,2
23/03/20,Puducherry,1
23/03/20,Punjab,21
23/03/20,Rajasthan,28
23/03/20,Tamil Nadu,9
23/03/20,Telengana,32
23/03/20,Chandigarh,6
23/03/20,Jammu and Kashmir,4
23/03/20,Ladakh,13
23/03/20,Uttar Pradesh,31
23/03/20,Uttarakhand,3
23/03/20,West Bengal,7
24/03/20,Andhra Pradesh,8
24/03/20,Bihar,3
24/03/20,Chhattisgarh,1
24/03/20,Delhi,30
24/03/20,Gujarat,33
24/03/20,Haryana,28
24/03/20,Himachal Pradesh,3
24/03/20,Karnataka,37
24/03/20,Kerala,95
24/03/20,Madhya Pradesh,7
24/03/20,Maharashtra,89
24/03/20,Manipur,1
24/03/20,Odisha,2
24/03/20,Puducherry,1
24/03/20,Punjab,29
24/03/20,Rajasthan,32
24/03/20,Tamil Nadu,15
24/03/20,Telengana,35
24/03/20,Chandigarh,7
24/03/20,Jammu and Kashmir,4
24/03/20,Ladakh,13
24/03/20,Uttar Pradesh,33
24/03/20,Uttarakhand,4
24/03/20,West Bengal,9
25/03/20,Andhra Pradesh,9
25/03/20,Bihar,4
25/03/20,Chhattisgarh,1
25/03/20,Delhi,31
25/03/20,Gujarat,38
25/03/20,Haryana,28
25/03/20,Himachal Pradesh,3
25/03/20,Karnataka,41
25/03/20,Kerala,109
25/03/20,Madhya Pradesh,14
25/03/20,Maharashtra,128
25/03/20,Manipur,1
25/03/20,Mizoram,1
25/03/20,Odisha,2
25/03/20,Puducherry,1
25/03/20,Punjab,29
25/03/20,Rajasthan,36
25/03/20,Tamil Nadu,18
25/03/20,Telengana,35
25/03/20,Chandigarh,7
25/03/20,Jammu and Kashmir,7
25/03/20,Ladakh,13
25/03/20,Uttar Pradesh,37
25/03/20,Uttarakhand,4
25/03/20,West Bengal,9
26/03/20,Andaman and Nicobar Islands,1
26/03/20,Andhra Pradesh,11
26/03/20,Bihar,6
26/03/20,Chandigarh,7
26/03/20,Chhattisgarh,6
26/03/20,Delhi,36
26/03/20,Goa,3
26/03/20,Gujarat,43
26/03/20,Haryana,30
26/03/20,Himachal Pradesh,3
26/03/20,Jammu and Kashmir,13
26/03/20,Karnataka,55
26/03/20,Kerala,118
26/03/20,Ladakh,13
26/03/20,Madhya Pradesh,20
26/03/20,Maharashtra,124
26/03/20,Manipur,1
26/03/20,Mizoram,1
26/03/20,Odisha,2
26/03/20,Puducherry,1
26/03/20,Punjab,33
26/03/20,Rajasthan,41
26/03/20,Tamil Nadu,26
26/03/20,Telengana,44
26/03/20,Uttarakhand,5
26/03/20,Uttar Pradesh,41
26/03/20,West Bengal,10
27/03/20,Andaman and Nicobar Islands,1
27/03/20,Andhra Pradesh,12
27/03/20,Bihar,6
27/03/20,Chandigarh,7
27/03/20,Chhattisgarh,6
27/03/20,Delhi,36
27/03/20,Goa,3
27/03/20,Gujarat,43
27/03/20,Haryana,30
27/03/20,Himachal Pradesh,3
27/03/20,Jammu and Kashmir,13
27/03/20,Karnataka,55
27/03/20,Kerala,137
27/03/20,Ladakh,13
27/03/20,Madhya Pradesh,20
27/03/20,Maharashtra,130
27/03/20,Manipur,1
27/03/20,Mizoram,1
27/03/20,Odisha,2
27/03/20,Puducherry,1
27/03/20,Punjab,33
27/03/20,Rajasthan,41
27/03/20,Tamil Nadu,29
27/03/20,Telengana,45
27/03/20,Uttarakhand,5
27/03/20,Uttar Pradesh,41
27/03/20,West Bengal,10
28/03/20,Andhra Pradesh,14
28/03/20,Andaman and Nicobar Islands,6
28/03/20,Bihar,9
28/03/20,Chandigarh,8
28/03/20,Chhattisgarh,6
28/03/20,Delhi,39
28/03/20,Goa,3
28/03/20,Gujarat,45
28/03/20,Haryana,33
28/03/20,Himachal Pradesh,3
28/03/20,Jammu and Kashmir,20
28/03/20,Karnataka,55
28/03/20,Kerala,176
28/03/20,Ladakh,13
28/03/20,Madhya Pradesh,30
28/03/20,Maharashtra,180
28/03/20,Manipur,1
28/03/20,Mizoram,1
28/03/20,Odisha,3
28/03/20,Puducherry,1
28/03/20,Punjab,38
28/03/20,Rajasthan,54
28/03/20,Tamil Nadu,40
28/03/20,Telengana,56
28/03/20,Uttarakhand,5
28/03/20,Uttar Pradesh,55
28/03/20,West Bengal,15
29/03/20,Andhra Pradesh,19
29/03/20,Andaman and Nicobar Islands,9
29/03/20,Bihar,11
29/03/20,Chandigarh,8
29/03/20,Chhattisgarh,7
29/03/20,Delhi,49
29/03/20,Goa,5
29/03/20,Gujarat,58
29/03/20,Haryana,33
29/03/20,Himachal Pradesh,3
29/03/20,Jammu and Kashmir,31
29/03/20,Karnataka,76
29/03/20,Kerala,182
29/03/20,Ladakh,13
29/03/20,Madhya Pradesh,30
29/03/20,Maharashtra,186
29/03/20,Manipur,1
29/03/20,Mizoram,1
29/03/20,Odisha,3
29/03/20,Puducherry,1
29/03/20,Punjab,38
29/03/20,Rajasthan,55
29/03/20,Tamil Nadu,49
29/03/20,Telengana,66
29/03/20,Uttarakhand,7
29/03/20,Uttar Pradesh,65
29/03/20,West Bengal,18
30/03/20,Andhra Pradesh,23
30/03/20,Andaman and Nicobar Islands,9
30/03/20,Bihar,15
30/03/20,Chandigarh,8
30/03/20,Chhattisgarh,7
30/03/20,Delhi,87
30/03/20,Goa,5
30/03/20,Gujarat,69
30/03/20,Haryana,36
30/03/20,Himachal Pradesh,3
30/03/20,Jammu and Kashmir,48
30/03/20,Karnataka,83
30/03/20,Kerala,202
30/03/20,Ladakh,13
30/03/20,Madhya Pradesh,47
30/03/20,Maharashtra,198
30/03/20,Manipur,1
30/03/20,Mizoram,1
30/03/20,Odisha,3
30/03/20,Puducherry,1
30/03/20,Punjab,38
30/03/20,Rajasthan,59
30/03/20,Tamil Nadu,67
30/03/20,Telengana,71
30/03/20,Uttarakhand,7
30/03/20,Uttar Pradesh,82
30/03/20,West Bengal,22
30/03/20,Unassigned,46
31/03/20,Andhra Pradesh,40
31/03/20,Andaman and Nicobar Islands,10
31/03/20,Bihar,15
31/03/20,Chandigarh,13
31/03/20,Chhattisgarh,8
31/03/20,Delhi,97
31/03/20,Goa,5
31/03/20,Gujarat,73
31/03/20,Haryana,40
31/03/20,Himachal Pradesh,3
31/03/20,Jammu and Kashmir,54
31/03/20,Karnataka,83
31/03/20,Kerala,234
31/03/20,Ladakh,13
31/03/20,Madhya Pradesh,47
31/03/20,Maharashtra,216
31/03/20,Manipur,1
31/03/20,Mizoram,1
31/03/20,Odisha,3
31/03/20,Puducherry,1
31/03/20,Punjab,41
31/03/20,Rajasthan,74
31/03/20,Tamil Nadu,74
31/03/20,Telengana,79
31/03/20,Uttarakhand,7
31/03/20,Uttar Pradesh,101
31/03/20,West Bengal,26
31/03/20,Unassigned,38
1/4/2020,Andhra Pradesh,83
1/4/2020,Andaman and Nicobar Islands,10
1/4/2020,Assam,1
1/4/2020,Bihar,23
1/4/2020,Chandigarh,16
1/4/2020,Chhattisgarh,9
1/4/2020,Delhi,152
1/4/2020,Goa,5
1/4/2020,Gujarat,82
1/4/2020,Haryana,43
1/4/2020,Himachal Pradesh,3
1/4/2020,Jammu and Kashmir,62
1/4/2020,Jharkhand,1
1/4/2020,Karnataka,101
1/4/2020,Kerala,241
1/4/2020,Ladakh,13
1/4/2020,Madhya Pradesh,66
1/4/2020,Maharashtra,302
1/4/2020,Manipur,1
1/4/2020,Mizoram,1
1/4/2020,Odisha,4
1/4/2020,Puducherry,3
1/4/2020,Punjab,42
1/4/2020,Rajasthan,93
1/4/2020,Tamil Nadu,234
1/4/2020,Telengana,96
1/4/2020,Uttarakhand,7
1/4/2020,Uttar Pradesh,103
1/4/2020,West Bengal,37
2/4/2020,Andhra Pradesh,86
2/4/2020,Andaman and Nicobar Islands,10
2/4/2020,Assam,5
2/4/2020,Bihar,24
2/4/2020,Chandigarh,16
2/4/2020,Chhattisgarh,9
2/4/2020,Delhi,219
2/4/2020,Goa,5
2/4/2020,Gujarat,87
2/4/2020,Haryana,43
2/4/2020,Himachal Pradesh,3
2/4/2020,Jammu and Kashmir,62
2/4/2020,Jharkhand,1
2/4/2020,Karnataka,110
2/4/2020,Kerala,265
2/4/2020,Ladakh,13
2/4/2020,Madhya Pradesh,99
2/4/2020,Maharashtra,335
2/4/2020,Manipur,1
2/4/2020,Mizoram,1
2/4/2020,Odisha,4
2/4/2020,Puducherry,3
2/4/2020,Punjab,46
2/4/2020,Rajasthan,108
2/4/2020,Tamil Nadu,234
2/4/2020,Telengana,107
2/4/2020,Uttarakhand,7
2/4/2020,Uttar Pradesh,113
2/4/2020,West Bengal,53
3/4/2020,Andhra Pradesh,132
3/4/2020,Andaman and Nicobar Islands,10
3/4/2020,Arunachal Pradesh,1
3/4/2020,Assam,16
3/4/2020,Bihar,29
3/4/2020,Chandigarh,18
3/4/2020,Chhattisgarh,9
3/4/2020,Delhi,219
3/4/2020,Goa,6
3/4/2020,Gujarat,95
3/4/2020,Haryana,49
3/4/2020,Himachal Pradesh,6
3/4/2020,Jammu and Kashmir,75
3/4/2020,Jharkhand,2
3/4/2020,Karnataka,124
3/4/2020,Kerala,286
3/4/2020,Ladakh,14
3/4/2020,Madhya Pradesh,104
3/4/2020,Maharashtra,335
3/4/2020,Manipur,2
3/4/2020,Mizoram,1
3/4/2020,Odisha,5
3/4/2020,Puducherry,5
3/4/2020,Punjab,48
3/4/2020,Rajasthan,167
3/4/2020,Tamil Nadu,309
3/4/2020,Telengana,158
3/4/2020,Uttarakhand,10
3/4/2020,Uttar Pradesh,172
3/4/2020,West Bengal,63
3/4/2020,Unassigned,77
4/4/2020,Andhra Pradesh,161
4/4/2020,Andaman and Nicobar Islands,10
4/4/2020,Arunachal Pradesh,1
4/4/2020,Assam,24
4/4/2020,Bihar,30
4/4/2020,Chandigarh,18
4/4/2020,Chhattisgarh,9
4/4/2020,Delhi,445
4/4/2020,Goa,7
4/4/2020,Gujarat,105
4/4/2020,Haryana,49
4/4/2020,Himachal Pradesh,6
4/4/2020,Jammu and Kashmir,75
4/4/2020,Jharkhand,2
4/4/2020,Karnataka,128
4/4/2020,Kerala,295
4/4/2020,Ladakh,14
4/4/2020,Madhya Pradesh,104
4/4/2020,Maharashtra,490
4/4/2020,Manipur,2
4/4/2020,Mizoram,1
4/4/2020,Odisha,5
4/4/2020,Puducherry,5
4/4/2020,Punjab,57
4/4/2020,Rajasthan,200
4/4/2020,Tamil Nadu,411
4/4/2020,Telengana,159
4/4/2020,Uttarakhand,16
4/4/2020,Uttar Pradesh,174
4/4/2020,West Bengal,69
5/4/2020,Andhra Pradesh,190
5/4/2020,Andaman and Nicobar Islands,10
5/4/2020,Arunachal Pradesh,1
5/4/2020,Assam,26
5/4/2020,Bihar,30
5/4/2020,Chandigarh,18
5/4/2020,Chhattisgarh,9
5/4/2020,Delhi,503
5/4/2020,Goa,7
5/4/2020,Gujarat,122
5/4/2020,Haryana,59
5/4/2020,Himachal Pradesh,6
5/4/2020,Jammu and Kashmir,106
5/4/2020,Jharkhand,3
5/4/2020,Karnataka,144
5/4/2020,Kerala,306
5/4/2020,Ladakh,14
5/4/2020,Madhya Pradesh,165
5/4/2020,Maharashtra,490
5/4/2020,Manipur,2
5/4/2020,Mizoram,1
5/4/2020,Odisha,20
5/4/2020,Puducherry,5
5/4/2020,Punjab,57
5/4/2020,Rajasthan,200
5/4/2020,Tamil Nadu,485
5/4/2020,Telengana,269
5/4/2020,Uttarakhand,22
5/4/2020,Uttar Pradesh,227
5/4/2020,West Bengal,80
6/4/2020,Andhra Pradesh,226
6/4/2020,Andaman and Nicobar Islands,10
6/4/2020,Arunachal Pradesh,1
6/4/2020,Assam,26
6/4/2020,Bihar,32
6/4/2020,Chandigarh,18
6/4/2020,Chhattisgarh,10
6/4/2020,Delhi,523
6/4/2020,Goa,7
6/4/2020,Gujarat,144
6/4/2020,Haryana,84
6/4/2020,Himachal Pradesh,13
6/4/2020,Jammu and Kashmir,109
6/4/2020,Jharkhand,4
6/4/2020,Karnataka,151
6/4/2020,Kerala,314
6/4/2020,Ladakh,14
6/4/2020,Madhya Pradesh,165
6/4/2020,Maharashtra,748
6/4/2020,Manipur,2
6/4/2020,Mizoram,1
6/4/2020,Odisha,21
6/4/2020,Puducherry,5
6/4/2020,Punjab,76
6/4/2020,Rajasthan,274
6/4/2020,Tamil Nadu,571
6/4/2020,Telengana,321
6/4/2020,Uttarakhand,26
6/4/2020,Uttar Pradesh,305
6/4/2020,West Bengal,80
7/4/2020,Andhra Pradesh,266
7/4/2020,Andaman and Nicobar Islands,10
7/4/2020,Arunachal Pradesh,1
7/4/2020,Assam,26
7/4/2020,Bihar,32
7/4/2020,Chandigarh,18
7/4/2020,Chhattisgarh,10
7/4/2020,Delhi,576
7/4/2020,Goa,7
7/4/2020,Gujarat,165
7/4/2020,Haryana,90
7/4/2020,Himachal Pradesh,13
7/4/2020,Jammu and Kashmir,116
7/4/2020,Jharkhand,4
7/4/2020,Karnataka,175
7/4/2020,Kerala,327
7/4/2020,Ladakh,14
7/4/2020,Madhya Pradesh,229
7/4/2020,Maharashtra,868
7/4/2020,Manipur,2
7/4/2020,Mizoram,1
7/4/2020,Odisha,42
7/4/2020,Puducherry,5
7/4/2020,Punjab,91
7/4/2020,Rajasthan,288
7/4/2020,Tamil Nadu,621
7/4/2020,Telengana,364
7/4/2020,Tripura,1
7/4/2020,Uttarakhand,31
7/4/2020,Uttar Pradesh,305
7/4/2020,West Bengal,91
8/4/2020,Andhra Pradesh,305
8/4/2020,Andaman and Nicobar Islands,10
8/4/2020,Arunachal Pradesh,1
8/4/2020,Assam,27
8/4/2020,Bihar,38
8/4/2020,Chandigarh,18
8/4/2020,Chhattisgarh,10
8/4/2020,Delhi,576
8/4/2020,Goa,7
8/4/2020,Gujarat,165
8/4/2020,Haryana,147
8/4/2020,Himachal Pradesh,18
8/4/2020,Jammu and Kashmir,116
8/4/2020,Jharkhand,4
8/4/2020,Karnataka,175
8/4/2020,Kerala,336
8/4/2020,Ladakh,14
8/4/2020,Madhya Pradesh,229
8/4/2020,Maharashtra,1018
8/4/2020,Manipur,2
8/4/2020,Mizoram,1
8/4/2020,Odisha,42
8/4/2020,Puducherry,5
8/4/2020,Punjab,91
8/4/2020,Rajasthan,328
8/4/2020,Tamil Nadu,690
8/4/2020,Telengana,427
8/4/2020,Tripura,1
8/4/2020,Uttarakhand,31
8/4/2020,Uttar Pradesh,343
8/4/2020,West Bengal,99
9/4/2020,Andhra Pradesh,348
9/4/2020,Andaman and Nicobar Islands,11
9/4/2020,Arunachal Pradesh,1
9/4/2020,Assam,28
9/4/2020,Bihar,39
9/4/2020,Chandigarh,18
9/4/2020,Chhattisgarh,10
9/4/2020,Delhi,669
9/4/2020,Goa,7
9/4/2020,Gujarat,179
9/4/2020,Haryana,169
9/4/2020,Himachal Pradesh,18
9/4/2020,Jammu and Kashmir,158
9/4/2020,Jharkhand,13
9/4/2020,Karnataka,181
9/4/2020,Kerala,345
9/4/2020,Ladakh,14
9/4/2020,Madhya Pradesh,259
9/4/2020,Maharashtra,1135
9/4/2020,Manipur,2
9/4/2020,Mizoram,1
9/4/2020,Odisha,42
9/4/2020,Puducherry,5
9/4/2020,Punjab,101
9/4/2020,Rajasthan,383
9/4/2020,Tamil Nadu,738
9/4/2020,Telengana,442
9/4/2020,Tripura,1
9/4/2020,Uttarakhand,35
9/4/2020,Uttar Pradesh,410
9/4/2020,West Bengal,103
10/4/2020,Andhra Pradesh,363
10/4/2020,Andaman and Nicobar Islands,11
10/4/2020,Arunachal Pradesh,1
10/4/2020,Assam,29
10/4/2020,Bihar,60
10/4/2020,Chandigarh,18
10/4/2020,Chhattisgarh,10
10/4/2020,Delhi,898
10/4/2020,Goa,7
10/4/2020,Gujarat,241
10/4/2020,Haryana,169
10/4/2020,Himachal Pradesh,28
10/4/2020,Jammu and Kashmir,184
10/4/2020,Jharkhand,13
10/4/2020,Karnataka,197
10/4/2020,Kerala,357
10/4/2020,Ladakh,15
10/4/2020,Madhya Pradesh,259
10/4/2020,Maharashtra,1364
10/4/2020,Manipur,2
10/4/2020,Mizoram,1
10/4/2020,Odisha,44
10/4/2020,Puducherry,5
10/4/2020,Punjab,132
10/4/2020,Rajasthan,463
10/4/2020,Tamil Nadu,834
10/4/2020,Telengana,473
10/4/2020,Tripura,1
10/4/2020,Uttarakhand,35
10/4/2020,Uttar Pradesh,431
10/4/2020,West Bengal,116
11/4/2020,Andhra Pradesh,381
11/4/2020,Andaman and Nicobar Islands,11
11/4/2020,Arunachal Pradesh,1
11/4/2020,Assam,29
11/4/2020,Bihar,60
11/4/2020,Chandigarh,18
11/4/2020,Chhattisgarh,18
11/4/2020,Delhi,903
11/4/2020,Goa,7
11/4/2020,Gujarat,308
11/4/2020,Haryana,177
11/4/2020,Himachal Pradesh,28
11/4/2020,Jammu and Kashmir,207
11/4/2020,Jharkhand,17
11/4/2020,Karnataka,214
11/4/2020,Kerala,364
11/4/2020,Ladakh,15
11/4/2020,Madhya Pradesh,443
11/4/2020,Maharashtra,1574
11/4/2020,Manipur,2
11/4/2020,Mizoram,1
11/4/2020,Odisha,48
11/4/2020,Puducherry,7
11/4/2020,Punjab,132
11/4/2020,Rajasthan,553
11/4/2020,Tamil Nadu,911
11/4/2020,Telengana,504
11/4/2020,Tripura,2
11/4/2020,Uttarakhand,35
11/4/2020,Uttar Pradesh,433
11/4/2020,West Bengal,126
12/4/2020,Andhra Pradesh,381
12/4/2020,Andaman and Nicobar Islands,11
12/4/2020,Arunachal Pradesh,1
12/4/2020,Assam,29
12/4/2020,Bihar,64
12/4/2020,Chandigarh,19
12/4/2020,Chhattisgarh,25
12/4/2020,Delhi,1069
12/4/2020,Goa,7
12/4/2020,Gujarat,432
12/4/2020,Haryana,185
12/4/2020,Himachal Pradesh,32
12/4/2020,Jammu and Kashmir,224
12/4/2020,Jharkhand,17
12/4/2020,Karnataka,226
12/4/2020,Kerala,374
12/4/2020,Ladakh,15
12/4/2020,Madhya Pradesh,564
12/4/2020,Maharashtra,1761
12/4/2020,Manipur,2
12/4/2020,Mizoram,1
12/4/2020,Odisha,54
12/4/2020,Puducherry,7
12/4/2020,Punjab,151
12/4/2020,Rajasthan,700
12/4/2020,Tamil Nadu,969
12/4/2020,Telengana,504
12/4/2020,Tripura,2
12/4/2020,Uttarakhand,35
12/4/2020,Uttar Pradesh,452
12/4/2020,West Bengal,134
13/04/20,Andhra Pradesh,432
13/04/20,Andaman and Nicobar Islands,11
13/04/20,Arunachal Pradesh,1
13/04/20,Assam,31
13/04/20,Bihar,64
13/04/20,Chandigarh,21
13/04/20,Chhattisgarh,31
13/04/20,Delhi,1154
13/04/20,Goa,7
13/04/20,Gujarat,539
13/04/20,Haryana,185
13/04/20,Himachal Pradesh,32
13/04/20,Jammu and Kashmir,245
13/04/20,Jharkhand,19
13/04/20,Karnataka,247
13/04/20,Kerala,376
13/04/20,Ladakh,15
13/04/20,Madhya Pradesh,604
13/04/20,Maharashtra,1985
13/04/20,Manipur,2
13/04/20,Mizoram,1
13/04/20,Nagaland,1
13/04/20,Odisha,54
13/04/20,Puducherry,7
13/04/20,Punjab,167
13/04/20,Rajasthan,812
13/04/20,Tamil Nadu,1075
13/04/20,Telengana,562
13/04/20,Tripura,2
13/04/20,Uttarakhand,35
13/04/20,Uttar Pradesh,483
13/04/20,West Bengal,152
14/04/20,Andhra Pradesh,473
14/04/20,Andaman and Nicobar Islands,11
14/04/20,Arunachal Pradesh,1
14/04/20,Assam,31
14/04/20,Bihar,66
14/04/20,Chandigarh,21
14/04/20,Chhattisgarh,31
14/04/20,Delhi,1510
14/04/20,Goa,7
14/04/20,Gujarat,617
14/04/20,Haryana,199
14/04/20,Himachal Pradesh,32
14/04/20,Jammu and Kashmir,270
14/04/20,Jharkhand,24
14/04/20,Karnataka,258
14/04/20,Kerala,379
14/04/20,Ladakh,15
14/04/20,Madhya Pradesh,730
14/04/20,Maharashtra,2337
14/04/20,Manipur,2
14/04/20,Meghalaya,1
14/04/20,Mizoram,1
14/04/20,Nagaland,1
14/04/20,Odisha,55
14/04/20,Puducherry,7
14/04/20,Punjab,176
14/04/20,Rajasthan,879
14/04/20,Tamil Nadu,1173
14/04/20,Telengana,624
14/04/20,Tripura,2
14/04/20,Uttarakhand,35
14/04/20,Uttar Pradesh,657
14/04/20,West Bengal,190
15/04/20,Andaman and Nicobar Islands,11
15/04/20,Andhra Pradesh,503
15/04/20,Arunachal Pradesh,1
15/04/20,Assam,33
15/04/20,Bihar,70
15/04/20,Chandigarh,21
15/04/20,Chhattisgarh,33
15/04/20,Delhi,1561
15/04/20,Goa,7
15/04/20,Gujarat,695
15/04/20,Haryana,199
15/04/20,Himachal Pradesh,33
15/04/20,Jammu and Kashmir,278
15/04/20,Jharkhand,27
15/04/20,Karnataka,277
15/04/20,Kerala,387
15/04/20,Ladakh,17
15/04/20,Madhya Pradesh,987
15/04/20,Maharashtra,2687
15/04/20,Manipur,2
15/04/20,Meghalaya,7
15/04/20,Mizoram,1
15/04/20,Nagaland,0
15/04/20,Odisha,60
15/04/20,Puducherry,7
15/04/20,Punjab,186
15/04/20,Rajasthan,1005
15/04/20,Tamil Nadu,1204
15/04/20,Telengana,647
15/04/20,Tripura,2
15/04/20,Uttarakhand,37
15/04/20,Uttar Pradesh,735
15/04/20,West Bengal,213
16/04/20,Andaman and Nicobar Islands,11
16/04/20,Andhra Pradesh,534
16/04/20,Arunachal Pradesh,1
16/04/20,Assam,33
16/04/20,Bihar,74
16/04/20,Chandigarh,21
16/04/20,Chhattisgarh,33
16/04/20,Delhi,1578
16/04/20,Goa,7
16/04/20,Gujarat,871
16/04/20,Haryana,205
16/04/20,Himachal Pradesh,35
16/04/20,Jammu and Kashmir,300
16/04/20,Jharkhand,28
16/04/20,Karnataka,315
16/04/20,Kerala,388
16/04/20,Ladakh,17
16/04/20,Madhya Pradesh,1120
16/04/20,Maharashtra,2919
16/04/20,Manipur,2
16/04/20,Meghalaya,7
16/04/20,Mizoram,1
16/04/20,Nagaland,0
16/04/20,Odisha,60
16/04/20,Puducherry,7
16/04/20,Punjab,186
16/04/20,Rajasthan,1023
16/04/20,Tamil Nadu,1242
16/04/20,Telengana,698
16/04/20,Tripura,2
16/04/20,Uttarakhand,37
16/04/20,Uttar Pradesh,773
16/04/20,West Bengal,231
17/04/20,Andaman and Nicobar Islands,11
17/04/20,Andhra Pradesh,572
17/04/20,Arunachal Pradesh,1
17/04/20,Assam,35
17/04/20,Bihar,83
17/04/20,Chandigarh,21
17/04/20,Chhattisgarh,36
17/04/20,Delhi,1640
17/04/20,Goa,7
17/04/20,Gujarat,1021
17/04/20,Haryana,205
17/04/20,Himachal Pradesh,35
17/04/20,Jammu and Kashmir,314
17/04/20,Jharkhand,29
17/04/20,Karnataka,353
17/04/20,Kerala,395
17/04/20,Ladakh,18
17/04/20,Madhya Pradesh,1308
17/04/20,Maharashtra,3205
17/04/20,Manipur,2
17/04/20,Meghalaya,9
17/04/20,Mizoram,1
17/04/20,Nagaland,0
17/04/20,Odisha,60
17/04/20,Puducherry,7
17/04/20,Punjab,186
17/04/20,Rajasthan,1131
17/04/20,Tamil Nadu,1267
17/04/20,Telengana,743
17/04/20,Tripura,2
17/04/20,Uttarakhand,37
17/04/20,Uttar Pradesh,846
17/04/20,West Bengal,255
18/04/20,Andaman and Nicobar Islands,12
18/04/20,Andhra Pradesh,603
18/04/20,Arunachal Pradesh,1
18/04/20,Assam,35
18/04/20,Bihar,85
18/04/20,Chandigarh,21
18/04/20,Chhattisgarh,36
18/04/20,Delhi,1707
18/04/20,Goa,7
18/04/20,Gujarat,1272
18/04/20,Haryana,225
18/04/20,Himachal Pradesh,38
18/04/20,Jammu and Kashmir,328
18/04/20,Jharkhand,33
18/04/20,Karnataka,371
18/04/20,Kerala,396
18/04/20,Ladakh,18
18/04/20,Madhya Pradesh,1355
18/04/20,Maharashtra,3323
18/04/20,Manipur,2
18/04/20,Meghalaya,11
18/04/20,Mizoram,1
18/04/20,Nagaland,0
18/04/20,Odisha,60
18/04/20,Puducherry,7
18/04/20,Punjab,202
18/04/20,Rajasthan,1229
18/04/20,Tamil Nadu,1323
18/04/20,Telengana,791
18/04/20,Tripura,2
18/04/20,Uttarakhand,42
